GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC02_MOE_VC19,"White alone, not Hispanic or Latino; Margin of Error; HOUSEHOLD TYPE - In male householder, no wife present, family households"
HC03_EST_VC19,"Black or African American; Estimate; HOUSEHOLD TYPE - In male householder, no wife present, family households"
HC03_MOE_VC19,"Black or African American; Margin of Error; HOUSEHOLD TYPE - In male householder, no wife present, family households"
HC04_EST_VC19,"Hispanic or Latino origin (of any race); Estimate; HOUSEHOLD TYPE - In male householder, no wife present, family households"
HC04_MOE_VC19,"Hispanic or Latino origin (of any race); Margin of Error; HOUSEHOLD TYPE - In male householder, no wife present, family households"
HC01_EST_VC20,"Total; Estimate; HOUSEHOLD TYPE - In female householder, no husband present, family households"
HC01_MOE_VC20,"Total; Margin of Error; HOUSEHOLD TYPE - In female householder, no husband present, family households"
HC02_EST_VC20,"White alone, not Hispanic or Latino; Estimate; HOUSEHOLD TYPE - In female householder, no husband present, family households"
HC02_MOE_VC20,"White alone, not Hispanic or Latino; Margin of Error; HOUSEHOLD TYPE - In female householder, no husband present, family households"
HC03_EST_VC20,"Black or African American; Estimate; HOUSEHOLD TYPE - In female householder, no husband present, family households"
HC03_MOE_VC20,"Black or African American; Margin of Error; HOUSEHOLD TYPE - In female householder, no husband present, family households"
HC04_EST_VC20,"Hispanic or Latino origin (of any race); Estimate; HOUSEHOLD TYPE - In female householder, no husband present, family households"
HC04_MOE_VC20,"Hispanic or Latino origin (of any race); Margin of Error; HOUSEHOLD TYPE - In female householder, no husband present, family households"
HC01_EST_VC21,Total; Estimate; HOUSEHOLD TYPE - In nonfamily households
HC01_MOE_VC21,Total; Margin of Error; HOUSEHOLD TYPE - In nonfamily households
HC02_EST_VC21,"White alone, not Hispanic or Latino; Estimate; HOUSEHOLD TYPE - In nonfamily households"
HC02_MOE_VC21,"White alone, not Hispanic or Latino; Margin of Error; HOUSEHOLD TYPE - In nonfamily households"
HC03_EST_VC21,Black or African American; Estimate; HOUSEHOLD TYPE - In nonfamily households
HC03_MOE_VC21,Black or African American; Margin of Error; HOUSEHOLD TYPE - In nonfamily households
HC04_EST_VC21,Hispanic or Latino origin (of any race); Estimate; HOUSEHOLD TYPE - In nonfamily households
HC04_MOE_VC21,Hispanic or Latino origin (of any race); Margin of Error; HOUSEHOLD TYPE - In nonfamily households
HC01_EST_VC23,Total; Estimate; Population 16 to 19 years
HC01_MOE_VC23,Total; Margin of Error; Population 16 to 19 years
HC02_EST_VC23,"White alone, not Hispanic or Latino; Estimate; Population 16 to 19 years"
HC02_MOE_VC23,"White alone, not Hispanic or Latino; Margin of Error; Population 16 to 19 years"
HC03_EST_VC23,Black or African American; Estimate; Population 16 to 19 years
HC03_MOE_VC23,Black or African American; Margin of Error; Population 16 to 19 years
HC04_EST_VC23,Hispanic or Latino origin (of any race); Estimate; Population 16 to 19 years
HC04_MOE_VC23,Hispanic or Latino origin (of any race); Margin of Error; Population 16 to 19 years
HC01_EST_VC25,Total; Estimate; IDLENESS - Not enrolled in school and not in the labor force
HC01_MOE_VC25,Total; Margin of Error; IDLENESS - Not enrolled in school and not in the labor force
HC02_EST_VC25,"White alone, not Hispanic or Latino; Estimate; IDLENESS - Not enrolled in school and not in the labor force"
HC02_MOE_VC25,"White alone, not Hispanic or Latino; Margin of Error; IDLENESS - Not enrolled in school and not in the labor force"
HC03_EST_VC25,Black or African American; Estimate; IDLENESS - Not enrolled in school and not in the labor force
HC03_MOE_VC25,Black or African American; Margin of Error; IDLENESS - Not enrolled in school and not in the labor force
HC04_EST_VC25,Hispanic or Latino origin (of any race); Estimate; IDLENESS - Not enrolled in school and not in the labor force
HC04_MOE_VC25,Hispanic or Latino origin (of any race); Margin of Error; IDLENESS - Not enrolled in school and not in the labor force
HC01_EST_VC28,Total; Estimate; LABOR FORCE STATUS - In the labor force
HC01_MOE_VC28,Total; Margin of Error; LABOR FORCE STATUS - In the labor force
HC02_EST_VC28,"White alone, not Hispanic or Latino; Estimate; LABOR FORCE STATUS - In the labor force"
HC02_MOE_VC28,"White alone, not Hispanic or Latino; Margin of Error; LABOR FORCE STATUS - In the labor force"
HC03_EST_VC28,Black or African American; Estimate; LABOR FORCE STATUS - In the labor force
HC03_MOE_VC28,Black or African American; Margin of Error; LABOR FORCE STATUS - In the labor force
HC04_EST_VC28,Hispanic or Latino origin (of any race); Estimate; LABOR FORCE STATUS - In the labor force
HC04_MOE_VC28,Hispanic or Latino origin (of any race); Margin of Error; LABOR FORCE STATUS - In the labor force
