GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC02_MOE_VC06,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC03_EST_VC06,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC03_MOE_VC06,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC04_EST_VC06,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC04_MOE_VC06,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC01_EST_VC07,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC01_MOE_VC07,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC02_EST_VC07,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC02_MOE_VC07,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC03_EST_VC07,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC03_MOE_VC07,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC04_EST_VC07,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC04_MOE_VC07,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC01_EST_VC08,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC01_MOE_VC08,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC02_EST_VC08,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC02_MOE_VC08,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC03_EST_VC08,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC03_MOE_VC08,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC04_EST_VC08,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC04_MOE_VC08,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC01_EST_VC09,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC01_MOE_VC09,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC02_EST_VC09,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC02_MOE_VC09,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC03_EST_VC09,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC03_MOE_VC09,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC04_EST_VC09,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC04_MOE_VC09,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC01_EST_VC10,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC01_MOE_VC10,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC02_EST_VC10,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC02_MOE_VC10,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC03_EST_VC10,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC03_MOE_VC10,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC04_EST_VC10,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC04_MOE_VC10,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC01_EST_VC12,Total; Estimate; Hispanic or Latino origin (of any race)
HC01_MOE_VC12,Total; Margin of Error; Hispanic or Latino origin (of any race)
HC02_EST_VC12,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; Hispanic or Latino origin (of any race)
HC02_MOE_VC12,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; Hispanic or Latino origin (of any race)
HC03_EST_VC12,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; Hispanic or Latino origin (of any race)
HC03_MOE_VC12,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; Hispanic or Latino origin (of any race)
HC04_EST_VC12,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; Hispanic or Latino origin (of any race)
HC04_MOE_VC12,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; Hispanic or Latino origin (of any race)
HC01_EST_VC13,"Total; Estimate; White alone, not Hispanic or Latino"
HC01_MOE_VC13,"Total; Margin of Error; White alone, not Hispanic or Latino"
HC02_EST_VC13,"Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; White alone, not Hispanic or Latino"
HC02_MOE_VC13,"Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; White alone, not Hispanic or Latino"
HC03_EST_VC13,"Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; White alone, not Hispanic or Latino"
HC03_MOE_VC13,"Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; White alone, not Hispanic or Latino"
HC04_EST_VC13,"Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; White alone, not Hispanic or Latino"
HC04_MOE_VC13,"Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; White alone, not Hispanic or Latino"
HC01_EST_VC16,Total; Estimate; SEX - Male
HC01_MOE_VC16,Total; Margin of Error; SEX - Male
HC02_EST_VC16,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; SEX - Male
HC02_MOE_VC16,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; SEX - Male
HC03_EST_VC16,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; SEX - Male
HC03_MOE_VC16,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; SEX - Male
HC04_EST_VC16,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; SEX - Male
HC04_MOE_VC16,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; SEX - Male
HC01_EST_VC17,Total; Estimate; SEX - Female
HC01_MOE_VC17,Total; Margin of Error; SEX - Female
HC02_EST_VC17,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; SEX - Female
HC02_MOE_VC17,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; SEX - Female
HC03_EST_VC17,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; SEX - Female
HC03_MOE_VC17,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; SEX - Female
HC04_EST_VC17,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; SEX - Female
HC04_MOE_VC17,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; SEX - Female
HC01_EST_VC20,Total; Estimate; MARITAL STATUS - Now married (including separated and spouse absent)
HC01_MOE_VC20,Total; Margin of Error; MARITAL STATUS - Now married (including separated and spouse absent)
HC02_EST_VC20,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; MARITAL STATUS - Now married (including separated and spouse absent)
HC02_MOE_VC20,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; MARITAL STATUS - Now married (including separated and spouse absent)
HC03_EST_VC20,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; MARITAL STATUS - Now married (including separated and spouse absent)
HC03_MOE_VC20,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; MARITAL STATUS - Now married (including separated and spouse absent)
HC04_EST_VC20,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; MARITAL STATUS - Now married (including separated and spouse absent)
HC04_MOE_VC20,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; MARITAL STATUS - Now married (including separated and spouse absent)
HC01_EST_VC21,"Total; Estimate; MARITAL STATUS - Unmarried (never married, widowed, and divorced)"
HC01_MOE_VC21,"Total; Margin of Error; MARITAL STATUS - Unmarried (never married, widowed, and divorced)"
HC02_EST_VC21,"Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; MARITAL STATUS - Unmarried (never married, widowed, and divorced)"
HC02_MOE_VC21,"Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; MARITAL STATUS - Unmarried (never married, widowed, and divorced)"
HC03_EST_VC21,"Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; MARITAL STATUS - Unmarried (never married, widowed, and divorced)"
HC03_MOE_VC21,"Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; MARITAL STATUS - Unmarried (never married, widowed, and divorced)"
HC04_EST_VC21,"Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; MARITAL STATUS - Unmarried (never married, widowed, and divorced)"
HC04_MOE_VC21,"Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; MARITAL STATUS - Unmarried (never married, widowed, and divorced)"
HC01_EST_VC24,Total; Estimate; LABOR FORCE STATUS - In labor force
HC01_MOE_VC24,Total; Margin of Error; LABOR FORCE STATUS - In labor force
HC02_EST_VC24,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; LABOR FORCE STATUS - In labor force
HC02_MOE_VC24,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; LABOR FORCE STATUS - In labor force
HC03_EST_VC24,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; LABOR FORCE STATUS - In labor force
HC03_MOE_VC24,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; LABOR FORCE STATUS - In labor force
HC04_EST_VC24,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; LABOR FORCE STATUS - In labor force
HC04_MOE_VC24,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; LABOR FORCE STATUS - In labor force
HC01_EST_VC27,Total; Estimate; NATIVITY - Native
HC01_MOE_VC27,Total; Margin of Error; NATIVITY - Native
HC02_EST_VC27,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; NATIVITY - Native
HC02_MOE_VC27,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; NATIVITY - Native
HC03_EST_VC27,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; NATIVITY - Native
HC03_MOE_VC27,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; NATIVITY - Native
HC04_EST_VC27,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; NATIVITY - Native
HC04_MOE_VC27,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; NATIVITY - Native
HC01_EST_VC28,Total; Estimate; NATIVITY - Foreign born
HC01_MOE_VC28,Total; Margin of Error; NATIVITY - Foreign born
HC02_EST_VC28,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; NATIVITY - Foreign born
HC02_MOE_VC28,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; NATIVITY - Foreign born
HC03_EST_VC28,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; NATIVITY - Foreign born
HC03_MOE_VC28,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; NATIVITY - Foreign born
HC04_EST_VC28,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; NATIVITY - Foreign born
HC04_MOE_VC28,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; NATIVITY - Foreign born
HC01_EST_VC31,Total; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language
HC01_MOE_VC31,Total; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language
HC02_EST_VC31,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language
HC02_MOE_VC31,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language
HC03_EST_VC31,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language
HC03_MOE_VC31,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language
HC04_EST_VC31,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language
HC04_MOE_VC31,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language
HC01_EST_VC32,"Total; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language - Speak English ""very well"""
HC01_MOE_VC32,"Total; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language - Speak English ""very well"""
HC02_EST_VC32,"Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language - Speak English ""very well"""
HC02_MOE_VC32,"Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language - Speak English ""very well"""
HC03_EST_VC32,"Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language - Speak English ""very well"""
HC03_MOE_VC32,"Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language - Speak English ""very well"""
HC04_EST_VC32,"Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language - Speak English ""very well"""
HC04_MOE_VC32,"Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language - Speak English ""very well"""
HC01_EST_VC33,"Total; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language - Speak English less than ""very well"""
HC01_MOE_VC33,"Total; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language - Speak English less than ""very well"""
HC02_EST_VC33,"Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language - Speak English less than ""very well"""
HC02_MOE_VC33,"Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language - Speak English less than ""very well"""
HC03_EST_VC33,"Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language - Speak English less than ""very well"""
HC03_MOE_VC33,"Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language - Speak English less than ""very well"""
HC04_EST_VC33,"Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language - Speak English less than ""very well"""
HC04_MOE_VC33,"Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH - Speak other language - Speak English less than ""very well"""
HC01_EST_VC37,Total; Estimate; DISABILITY STATUS - Civilian grandparents living with own grandchildren under 18 years
HC01_MOE_VC37,Total; Margin of Error; DISABILITY STATUS - Civilian grandparents living with own grandchildren under 18 years
HC02_EST_VC37,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; DISABILITY STATUS - Civilian grandparents living with own grandchildren under 18 years
HC02_MOE_VC37,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; DISABILITY STATUS - Civilian grandparents living with own grandchildren under 18 years
HC03_EST_VC37,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; DISABILITY STATUS - Civilian grandparents living with own grandchildren under 18 years
HC03_MOE_VC37,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; DISABILITY STATUS - Civilian grandparents living with own grandchildren under 18 years
HC04_EST_VC37,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; DISABILITY STATUS - Civilian grandparents living with own grandchildren under 18 years
HC04_MOE_VC37,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; DISABILITY STATUS - Civilian grandparents living with own grandchildren under 18 years
HC01_EST_VC38,Total; Estimate; DISABILITY STATUS - With any disability
HC01_MOE_VC38,Total; Margin of Error; DISABILITY STATUS - With any disability
HC02_EST_VC38,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; DISABILITY STATUS - With any disability
HC02_MOE_VC38,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; DISABILITY STATUS - With any disability
HC03_EST_VC38,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; DISABILITY STATUS - With any disability
HC03_MOE_VC38,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; DISABILITY STATUS - With any disability
HC04_EST_VC38,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; DISABILITY STATUS - With any disability
HC04_MOE_VC38,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; DISABILITY STATUS - With any disability
HC01_EST_VC42,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined
HC01_MOE_VC42,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined
HC02_EST_VC42,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined
HC02_MOE_VC42,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined
HC03_EST_VC42,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined
HC03_MOE_VC42,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined
HC04_EST_VC42,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined
HC04_MOE_VC42,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Grandparents living with own grandchildren under 18 years for whom poverty status is determined
HC01_EST_VC43,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Income in the past 12 months below poverty level
HC01_MOE_VC43,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Income in the past 12 months below poverty level
HC02_EST_VC43,Percent distribution of grandparents responsible for grandchildren  - Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Income in the past 12 months below poverty level
HC02_MOE_VC43,Percent distribution of grandparents responsible for grandchildren  - Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Income in the past 12 months below poverty level
HC03_EST_VC43,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Income in the past 12 months below poverty level
HC03_MOE_VC43,Percent distribution of grandparents responsible for grandchildren  - 30 to 59 years; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Income in the past 12 months below poverty level
HC04_EST_VC43,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Income in the past 12 months below poverty level
HC04_MOE_VC43,Percent distribution of grandparents responsible for grandchildren  - 60 years and over; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Income in the past 12 months below poverty level
HC01_EST_VC44,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Income in the past 12 months at or above poverty level
HC01_MOE_VC44,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Income in the past 12 months at or above poverty level
