GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC03_EST_VC37,With grandparent responsible  - Grandchildren with no parent present; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Income in the past 12 months below poverty level
HC03_MOE_VC37,With grandparent responsible  - Grandchildren with no parent present; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Income in the past 12 months below poverty level
HC01_EST_VC38,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Income in the past 12 months at or above poverty level
HC01_MOE_VC38,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Income in the past 12 months at or above poverty level
HC02_EST_VC38,With grandparent responsible  - Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Income in the past 12 months at or above poverty level
HC02_MOE_VC38,With grandparent responsible  - Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Income in the past 12 months at or above poverty level
HC03_EST_VC38,With grandparent responsible  - Grandchildren with no parent present; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Income in the past 12 months at or above poverty level
HC03_MOE_VC38,With grandparent responsible  - Grandchildren with no parent present; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Income in the past 12 months at or above poverty level
HC01_EST_VC40,Total; Estimate; Grandchildren under 18 years living with a grandparent householder in occupied housing units
HC01_MOE_VC40,Total; Margin of Error; Grandchildren under 18 years living with a grandparent householder in occupied housing units
HC02_EST_VC40,With grandparent responsible  - Total; Estimate; Grandchildren under 18 years living with a grandparent householder in occupied housing units
HC02_MOE_VC40,With grandparent responsible  - Total; Margin of Error; Grandchildren under 18 years living with a grandparent householder in occupied housing units
HC03_EST_VC40,With grandparent responsible  - Grandchildren with no parent present; Estimate; Grandchildren under 18 years living with a grandparent householder in occupied housing units
HC03_MOE_VC40,With grandparent responsible  - Grandchildren with no parent present; Margin of Error; Grandchildren under 18 years living with a grandparent householder in occupied housing units
HC01_EST_VC42,Total; Estimate; HOUSING TENURE - In owner-occupied housing units
HC01_MOE_VC42,Total; Margin of Error; HOUSING TENURE - In owner-occupied housing units
HC02_EST_VC42,With grandparent responsible  - Total; Estimate; HOUSING TENURE - In owner-occupied housing units
HC02_MOE_VC42,With grandparent responsible  - Total; Margin of Error; HOUSING TENURE - In owner-occupied housing units
HC03_EST_VC42,With grandparent responsible  - Grandchildren with no parent present; Estimate; HOUSING TENURE - In owner-occupied housing units
HC03_MOE_VC42,With grandparent responsible  - Grandchildren with no parent present; Margin of Error; HOUSING TENURE - In owner-occupied housing units
HC01_EST_VC43,Total; Estimate; HOUSING TENURE - In renter-occupied housing units
HC01_MOE_VC43,Total; Margin of Error; HOUSING TENURE - In renter-occupied housing units
HC02_EST_VC43,With grandparent responsible  - Total; Estimate; HOUSING TENURE - In renter-occupied housing units
HC02_MOE_VC43,With grandparent responsible  - Total; Margin of Error; HOUSING TENURE - In renter-occupied housing units
HC03_EST_VC43,With grandparent responsible  - Grandchildren with no parent present; Estimate; HOUSING TENURE - In renter-occupied housing units
HC03_MOE_VC43,With grandparent responsible  - Grandchildren with no parent present; Margin of Error; HOUSING TENURE - In renter-occupied housing units
HC01_EST_VC46,Total; Estimate; UNITS IN STRUCTURE - In 1-unit structures
HC01_MOE_VC46,Total; Margin of Error; UNITS IN STRUCTURE - In 1-unit structures
HC02_EST_VC46,With grandparent responsible  - Total; Estimate; UNITS IN STRUCTURE - In 1-unit structures
HC02_MOE_VC46,With grandparent responsible  - Total; Margin of Error; UNITS IN STRUCTURE - In 1-unit structures
HC03_EST_VC46,With grandparent responsible  - Grandchildren with no parent present; Estimate; UNITS IN STRUCTURE - In 1-unit structures
HC03_MOE_VC46,With grandparent responsible  - Grandchildren with no parent present; Margin of Error; UNITS IN STRUCTURE - In 1-unit structures
HC01_EST_VC47,Total; Estimate; UNITS IN STRUCTURE - In 2-or-more-unit structures
HC01_MOE_VC47,Total; Margin of Error; UNITS IN STRUCTURE - In 2-or-more-unit structures
HC02_EST_VC47,With grandparent responsible  - Total; Estimate; UNITS IN STRUCTURE - In 2-or-more-unit structures
HC02_MOE_VC47,With grandparent responsible  - Total; Margin of Error; UNITS IN STRUCTURE - In 2-or-more-unit structures
HC03_EST_VC47,With grandparent responsible  - Grandchildren with no parent present; Estimate; UNITS IN STRUCTURE - In 2-or-more-unit structures
HC03_MOE_VC47,With grandparent responsible  - Grandchildren with no parent present; Margin of Error; UNITS IN STRUCTURE - In 2-or-more-unit structures
HC01_EST_VC48,Total; Estimate; UNITS IN STRUCTURE - In mobile homes and all other types of units
HC01_MOE_VC48,Total; Margin of Error; UNITS IN STRUCTURE - In mobile homes and all other types of units
HC02_EST_VC48,With grandparent responsible  - Total; Estimate; UNITS IN STRUCTURE - In mobile homes and all other types of units
HC02_MOE_VC48,With grandparent responsible  - Total; Margin of Error; UNITS IN STRUCTURE - In mobile homes and all other types of units
HC03_EST_VC48,With grandparent responsible  - Grandchildren with no parent present; Estimate; UNITS IN STRUCTURE - In mobile homes and all other types of units
HC03_MOE_VC48,With grandparent responsible  - Grandchildren with no parent present; Margin of Error; UNITS IN STRUCTURE - In mobile homes and all other types of units
